,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,19,got it,16,got it i,5
1,it,17,i got,6,it got it,4
2,i,16,it i,6,got it got,4
3,gotcha,3,it got,4,it i got,3
4,yeah,3,i had,2,i got it,3
5,all,3,i have,2,got it yeah,2
6,that,3,i believe,2,last one isnt,1
7,about,2,all right,2,talking about got,1
8,think,2,it yeah,2,youre talking about,1
9,had,2,apple diamond,1,what youre talking,1
10,have,2,quite trapezoid,1,know what youre,1
11,believe,2,talking about,1,i know what,1
12,right,2,youre talking,1,trapezoid i know,1
13,youre,1,what youre,1,quite trapezoid i,1
14,isnt,1,know what,1,isnt quite trapezoid,1
15,quite,1,i know,1,one isnt quite,1
16,one,1,trapezoid i,1,that last one,1
17,trapezoid,1,isnt quite,1,i got pipe,1
18,know,1,diamond all,1,right that last,1
19,what,1,one isnt,1,about got it,1
