,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,49,i got,22,so i got,4
1,i,48,ive got,17,half an apple,4
2,have,20,i have,15,then ive got,4
3,ive,19,an apple,6,ive got this,3
4,its,19,got this,6,then i have,3
5,then,19,so i,6,bunch of triangles,3
6,to,17,flying bird,5,i got this,3
7,so,15,bunch of,5,bridge i got,3
8,it,15,native american,4,okay so i,3
9,of,14,looks like,4,i got lady,3
10,an,14,trying to,4,got half an,2
11,or,12,then i,4,an upside down,2
12,this,12,then ive,4,got bridge i,2
13,like,11,half an,4,i got bridge,2
14,lady,9,of triangles,4,so i have,2
15,just,9,upside down,4,i want to,2
16,that,9,got lady,3,of triangles sailboat,2
17,im,9,out of,3,i got that,2
18,with,9,have an,3,to meet lady,2
19,bird,9,sailboat then,3,so ive got,2
