,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,37,one is,18,first one is,12
1,is,35,first one,13,my first one,9
2,one,29,upside down,12,last one is,6
3,i,21,got it,11,alright my first,6
4,got,19,last one,11,all right i,5
5,with,17,i got,10,right i got,4
6,down,14,my first,9,with two sails,3
7,it,14,i have,8,is upside down,3
8,my,14,second is,7,got it alright,3
9,first,13,looks like,6,my last one,3
10,upside,12,alright my,6,on left side,3
11,last,12,all right,6,i got it,3
12,alright,11,third is,6,then weird looking,3
13,bird,10,right i,6,long tailed bird,2
14,boat,10,with two,5,then upside down,2
15,on,9,on left,4,upside down splits,2
16,like,9,boat then,4,boat with two,2
17,second,9,then crab,4,it alright my,2
18,right,9,it alright,3,then i have,2
19,have,8,left side,3,weird looking shape,2
