,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,377,i have,249,then i have,42
1,have,260,upside down,67,loch ness monster,25
2,then,223,one is,60,okay i have,22
3,like,147,i got,49,my first one,20
4,one,123,then i,48,first one is,19
5,is,122,looks like,44,i dont know,16
6,with,112,flying bird,34,next one is,12
7,got,102,loch ness,31,my next one,12
8,down,99,okay i,29,is upside down,11
9,it,79,first one,29,last one is,11
10,triangle,70,got it,25,i have like,11
11,okay,69,ness monster,25,i have dog,11
12,upside,67,i dont,24,kind of looks,10
13,bird,65,last one,24,of looks like,10
14,its,61,ive got,21,got it i,9
15,guy,61,my first,20,so i got,9
16,sailboat,59,kind of,20,i have an,9
17,my,58,dont know,16,an upside down,9
18,dog,58,second one,15,one is upside,9
19,of,57,okay so,14,my last one,8
