,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,34,i have,31,got it i,9
1,have,31,got it,18,it i have,8
2,it,23,it i,9,it got it,7
3,got,19,it got,7,got it got,6
4,then,17,upside down,6,then i have,5
5,with,12,then i,5,an upside down,4
6,flamingo,7,have an,4,i have an,4
7,guy,7,an upside,4,have an upside,4
8,upside,6,have guy,4,i have guy,4
9,down,6,flamingo i,3,flamingo i have,3
10,its,6,is like,3,i have flamingo,3
11,one,5,gotcha got,3,okay i have,3
12,an,5,one is,3,gotcha got it,3
13,is,5,okay i,3,upside down flamingo,2
14,okay,5,have flamingo,3,i have big,2
15,sideways,5,guy running,2,monster then i,2
16,like,4,then my,2,of it then,2
17,gotcha,4,tail is,2,out of it,2
18,on,4,it then,2,one is like,2
19,tail,4,out of,2,got it okay,2
