,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,352,i have,291,okay i have,44
1,have,305,got it,142,loch ness monster,40
2,it,193,okay i,50,got it i,33
3,then,177,flying bird,41,then i have,32
4,got,160,ness monster,40,it i have,31
5,like,138,loch ness,40,it got it,29
6,with,117,upside down,38,got it got,29
7,okay,89,it i,36,ok i have,20
8,to,79,then i,36,got it okay,19
9,guy,78,looks like,30,i got it,17
10,sailboat,69,it got,29,i have an,17
11,down,67,rocket ship,27,i have like,15
12,triangle,66,going to,24,going to left,12
13,one,63,to left,22,okay got it,12
14,bird,62,i got,21,it okay i,10
15,an,60,it okay,20,an upside down,10
16,going,58,kind of,20,i have ram,10
17,flying,48,ok i,20,going to right,9
18,on,48,to right,18,half christmas tree,9
19,flamingo,45,have an,17,lady with handkerchief,9
