,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,28,got it,27,got it got,16
1,it,27,it got,16,it got it,16
2,i,11,i got,6,got it i,6
3,then,9,it i,6,i got it,5
4,okay,5,it okay,4,got it okay,4
5,have,4,okay i,4,it i have,4
6,dog,3,i have,4,it okay i,3
7,like,3,diamond got,2,okay i got,3
8,apple,2,standing on,1,it i got,2
9,bird,2,bear okay,1,diamond got it,2
10,diamond,2,then bear,1,one leg then,1
11,pointing,2,leg then,1,on one leg,1
12,thing,2,one leg,1,bear okay i,1
13,big,1,on one,1,leg then bear,1
14,vase,1,dog whatever,1,then bear okay,1
15,its,1,like standing,1,like standing on,1
16,standing,1,its like,1,standing on one,1
17,on,1,whatever its,1,then dog whatever,1
18,one,1,like vase,1,its like standing,1
19,leg,1,then dog,1,whatever its like,1
