,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,439,i have,241,then i have,35
1,have,251,i got,102,loch ness monster,23
2,then,232,got it,63,got it i,17
3,got,178,upside down,63,it i have,14
4,like,135,then i,51,okay i have,14
5,it,121,looks like,27,then i got,13
6,with,99,loch ness,26,i have an,12
7,down,93,ness monster,23,i got it,11
8,to,83,okay i,23,an upside down,11
9,one,79,it i,21,it looks like,8
10,triangle,68,flying bird,21,got it okay,8
11,is,64,going to,17,i have dog,8
12,upside,64,one is,16,i have like,8
13,that,60,to left,16,have upside down,8
14,guy,56,kind of,14,i got this,8
15,okay,51,third one,12,going to left,7
16,bird,51,to right,12,i have upside,7
17,this,46,have an,12,have an upside,7
18,right,45,an upside,12,i have guy,7
19,its,44,ive got,12,upside down flamingo,7
