,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,83,i have,50,then i have,9
1,then,80,i got,18,okay i have,7
2,have,54,looks like,16,so i got,6
3,like,50,then i,13,all right i,5
4,with,27,upside down,12,all right so,5
5,got,26,okay i,12,loch ness monster,5
6,one,24,all right,11,right so i,4
7,down,22,so i,7,okay i got,4
8,okay,20,bird with,7,right i have,4
9,bird,19,speed boat,7,one looks like,4
10,it,17,right i,6,i have dog,4
11,right,17,look like,6,one i have,3
12,is,17,last one,6,okay so i,3
13,looks,16,one i,5,i have bird,3
14,of,15,right so,5,it looks like,3
15,weird,13,i think,5,ness monster then,3
16,boat,13,ness monster,5,i hit done,3
17,its,13,tail then,5,then bird flying,3
18,all,12,third one,5,looks like whale,2
19,upside,12,flying bird,5,third one is,2
