,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,287,got it,254,it got it,168
1,it,260,it got,170,got it got,167
2,i,65,i got,42,got it i,23
3,then,46,it i,24,it i got,15
4,with,17,yep got,12,i got it,13
5,okay,15,it okay,12,got it okay,12
6,guy,15,it yep,11,got it yep,11
7,down,14,i have,9,yep got it,11
8,yep,13,okay got,7,it yep got,11
9,right,13,gotcha got,6,okay got it,7
10,one,13,upside down,6,gotcha got it,6
11,like,11,i think,6,it okay got,6
12,have,10,yeah i,6,got it gotcha,5
13,triangle,10,all right,6,think i got,5
14,is,10,it all,5,i think i,5
15,on,10,so i,5,got it all,5
16,turkey,8,it gotcha,5,it all right,5
17,that,8,think i,5,it gotcha got,5
18,all,8,one is,4,yeah i got,4
19,square,7,with two,4,ok got it,4
