,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,26,ive got,15,mess of shapes,4
1,got,22,i have,12,with two feet,3
2,with,20,upside down,10,okay ive got,3
3,down,18,bird with,6,so i have,3
4,i,17,fish swimming,6,bird with tail,3
5,have,15,this weird,5,fish swimming up,3
6,ive,15,all right,4,fish swimming down,3
7,guy,13,with tail,4,all right i,2
8,shapes,12,with two,4,this weird message,2
9,weird,12,mess of,4,weird shovel headed,2
10,like,12,okay i,4,house with an,2
11,bird,12,of shapes,4,okay i got,2
12,upside,10,i got,4,right side up,2
13,up,10,flying bird,4,right ive got,2
14,okay,9,right side,3,ive got this,2
15,right,9,then guy,3,then guy ive,2
16,of,8,okay ive,3,guy ive got,2
17,an,7,so i,3,ive got bird,2
18,or,7,duck with,3,okay so i,2
19,two,7,two feet,3,got bird with,2
