,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,78,got it,69,got it got,35
1,it,70,it got,36,it got it,35
2,i,40,i got,29,i got it,21
3,then,9,it i,13,got it i,13
4,yep,8,it okay,6,it i got,12
5,gotcha,7,i have,5,got it okay,6
6,okay,7,okay i,5,okay i got,5
7,you,6,got you,3,it okay i,5
8,have,6,all right,3,got it yep,3
9,all,5,yep yep,3,got it gotcha,2
10,right,4,it yep,3,i got you,2
11,those,3,all those,2,gotcha got it,2
12,nice,2,natalie portman,2,all right i,2
13,down,2,okay got,2,yep got it,2
14,or,2,yep got,2,i got i,2
15,flamingo,2,gotcha got,2,okay got it,2
16,with,2,right i,2,right so i,1
17,ok,2,it gotcha,2,it yep alrighty,1
18,did,2,got i,2,have crab raptor,1
19,like,2,triangle person,1,i have crab,1
