,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,176,upside down,35,then last one,8
1,like,81,i have,31,third one is,8
2,one,76,i got,26,then third one,7
3,i,73,one is,24,then upside down,7
4,got,60,it has,14,it has like,7
5,with,53,third one,14,i dont know,7
6,down,51,last one,13,got upside down,6
7,triangle,41,looking thing,12,loch ness monster,6
8,it,37,second one,12,lady in dress,5
9,have,37,first one,12,so i got,5
10,upside,35,then last,11,second one is,5
11,is,32,turkey then,11,then snake then,4
12,its,30,arrow pointing,10,arrow pointing to,4
13,on,28,has like,10,one it has,4
14,right,27,so i,9,ok my top,4
15,in,25,ive got,9,top one is,4
16,turkey,24,with two,8,so i have,4
17,has,22,then third,8,right i got,4
18,third,22,rocket ship,8,first one is,4
19,top,22,its like,7,then second one,4
