,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,54,got it,49,got it got,28
1,it,50,it got,28,it got it,28
2,i,29,i got,14,i got it,11
3,have,9,it i,9,got it i,9
4,that,6,i have,7,it i got,6
5,boat,5,christmas tree,3,i think i,3
6,tree,4,i think,3,i got that,3
7,christmas,3,think i,3,that got it,2
8,think,3,got that,3,think i got,2
9,done,3,bigger boat,2,got it done,2
10,then,2,that got,2,got that got,2
11,bigger,2,ok i,2,indian guy got,1
12,you,2,it done,2,guy got it,1
13,thanks,2,boat then,2,got it alright,1
14,ok,2,done i,2,it alright thanks,1
15,like,2,thanks i,2,alright thanks i,1
16,okay,2,it alright,1,it okay i,1
17,me,1,indian guy,1,thanks i got,1
18,speak,1,an indian,1,got it okay,1
19,click,1,tree an,1,tree an indian,1
