,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,118,one is,51,first one is,15
1,one,81,i got,36,second one is,14
2,is,63,got it,23,third one is,13
3,got,62,second one,19,so i got,9
4,i,43,first one,18,loch ness monster,9
5,with,42,third one,16,right i got,8
6,it,36,looking thing,13,all right i,8
7,second,30,with two,12,then second one,8
8,triangle,29,all right,12,got it i,7
9,first,24,upside down,10,it i got,7
10,right,22,so i,9,then third one,6
11,looking,21,ness monster,9,with its wings,5
12,third,21,loch ness,9,then last one,5
13,like,18,right i,8,its wings spread,5
14,thing,17,then second,8,out of it,5
15,sailboat,15,last one,8,looking thing with,5
16,dog,15,then last,7,with two triangles,4
17,on,15,it i,7,fourth one is,4
18,down,15,dog with,7,looking thing then,4
19,its,14,then weird,6,last one is,4
