,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,271,i have,108,okay i have,57
1,have,121,okay i,58,ok i have,30
2,with,119,upside down,40,ok my first,18
3,i,116,my first,36,my first one,17
4,okay,86,one is,30,first one is,16
5,like,67,ok i,30,then upside down,14
6,down,66,first one,21,my first ones,14
7,ok,58,with square,21,okay my first,12
8,first,50,dog with,18,dog with square,10
9,one,50,ok my,18,i have guy,9
10,guy,48,with two,18,then dog with,9
11,is,44,down then,16,house on it,8
12,my,43,then dog,16,loch ness monster,8
13,dog,42,flying bird,16,i have arrow,8
14,upside,40,then guy,15,with house on,8
15,sailboat,38,arrow pointing,15,boat with house,8
16,square,37,first ones,15,upside down flamingo,8
17,it,36,then upside,14,i have boat,7
18,bird,33,boat with,14,you hear me,6
19,um,31,guy with,13,guy with square,6
