,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,75,got it,70,got it got,58
1,it,70,it got,58,it got it,57
2,then,17,i got,7,first one is,5
3,is,10,one is,6,i got it,3
4,i,8,first one,5,it first one,3
5,one,6,it first,3,got it first,3
6,first,5,sailboat then,3,right i got,2
7,with,4,then arrow,2,then avalanche then,2
8,arrow,3,my last,2,is upside down,2
9,my,3,third is,2,triangle body guy,2
10,sailboat,3,body guy,2,all right i,2
11,down,3,triangle body,2,got got it,2
12,guy,3,is upside,2,got it yeah,2
13,all,2,avalanche then,2,got it okay,2
14,right,2,second is,2,i got got,2
15,tree,2,then avalanche,2,then duck then,1
16,upside,2,all right,2,avalanche then rewind,1
17,house,2,it yeah,2,then rewind then,1
18,last,2,it okay,2,rewind then house,1
19,avalanche,2,right i,2,then house got,1
