,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,30,i have,22,it got it,7
1,got,29,got it,18,got it got,7
2,have,22,it got,7,then i have,6
3,it,19,upside down,7,got it ive,4
4,then,15,then i,6,it ive got,4
5,dog,10,ive got,6,loch ness monster,3
6,with,9,it ive,4,bird with tail,3
7,down,8,christmas tree,3,right side up,2
8,that,7,i got,3,duck with two,2
9,upside,7,with tail,3,flying bird got,2
10,ive,6,got fish,3,that looks like,2
11,bird,5,bird with,3,bird got it,2
12,person,5,ness monster,3,ive got sailboat,2
13,thing,5,loch ness,3,i have flying,2
14,an,5,looks like,2,i think you,2
15,like,5,ant eater,2,with two feet,2
16,fish,5,an ant,2,i have dog,2
17,feet,5,fish an,2,think you said,2
18,flying,4,hoof print,2,fish an ant,2
19,you,4,that looks,2,got fish an,2
