,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,115,i have,77,then i have,25
1,have,77,then i,26,i have this,9
2,then,35,got it,16,got it got,7
3,with,24,have this,9,it got it,7
4,it,23,i got,9,i dont know,6
5,like,21,it got,7,okay i have,4
6,got,21,dont know,6,going to left,4
7,triangle,20,i dont,6,got it i,4
8,this,14,flying bird,6,i have triangle,4
9,one,11,with two,6,i got it,4
10,bird,11,okay i,6,loch ness monster,4
11,down,11,it i,5,i have crab,3
12,to,10,bird with,5,i have like,3
13,going,10,i think,5,i have traditional,3
14,dog,10,to left,5,i have rocket,3
15,or,9,loch ness,4,have bird with,3
16,flying,9,ness monster,4,ok i have,3
17,is,8,upside down,4,downward then i,3
18,big,8,flamingo i,4,i have whale,3
19,weird,8,have triangle,4,have this other,3
