,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,91,i have,64,then i have,10
1,have,72,upside down,17,have upside down,6
2,then,47,then i,11,loch ness monster,6
3,down,26,looks like,7,i have upside,5
4,with,23,going to,6,sailboat i have,4
5,triangle,21,loch ness,6,duck with two,4
6,like,20,to left,6,i have triangle,4
7,upside,17,ness monster,6,i have duck,4
8,to,16,have upside,6,ram i have,4
9,guy,16,triangle guy,5,with two feet,4
10,sailboat,15,flying bird,5,going to left,4
11,it,13,have duck,5,upside down sailboat,3
12,that,12,with two,5,bird with really,3
13,going,12,got it,5,then sideways sailboat,3
14,right,11,duck with,4,with really big,3
15,looks,11,christmas tree,4,okay i have,3
16,dog,11,okay i,4,square body guy,3
17,an,9,square body,4,dog i have,2
18,bird,9,two feet,4,two feet i,2
19,two,9,i dont,4,missing i have,2
