,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,37,got it,24,it got it,17
1,it,25,it got,17,got it got,16
2,person,12,ive got,6,in dress got,2
3,i,8,flying bird,6,then i have,2
4,ive,7,i got,5,triangle chest person,2
5,bird,7,upside down,4,lady in dress,2
6,flying,7,chest person,2,flying bird loch,2
7,then,7,down person,2,bird loch ness,2
8,big,6,lady with,2,loch ness monster,2
9,with,6,bird loch,2,gotcha got it,1
10,down,6,loch ness,2,lady flying somebody,1
11,lady,6,ness monster,2,downwards lady flying,1
12,upside,4,salsa dancer,2,walking downwards lady,1
13,triangle,4,an apple,2,chest walking downwards,1
14,apple,3,triangle chest,2,somebody lying down,1
15,pipe,3,then i,2,square chest walking,1
16,in,3,in dress,2,person square chest,1
17,an,3,i have,2,down person square,1
18,tail,3,dress got,2,flying somebody lying,1
19,chest,3,person then,2,with an arrowhead,1
