,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,213,i got,82,all right i,28
1,i,189,i have,55,right i got,18
2,got,141,all right,53,all right so,16
3,it,91,got it,50,i got it,15
4,right,74,right i,31,so i got,15
5,like,73,upside down,30,it got it,12
6,one,70,looks like,27,got it got,12
7,have,63,so i,23,okay i got,12
8,all,61,one is,22,i think i,12
9,is,53,last one,19,right i have,11
10,so,52,then its,18,right so i,9
11,with,51,okay i,17,okay so i,9
12,bird,50,right so,16,whole bunch of,8
13,its,48,we got,14,lady in dress,7
14,to,48,think i,14,alright i have,7
15,okay,47,i think,14,then last one,7
16,down,47,flying bird,14,so i have,7
17,that,46,okay so,13,first one is,7
18,of,40,yeah yeah,13,half christmas tree,7
19,triangle,39,christmas tree,13,think i got,7
