,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,227,got it,201,got it got,123
1,it,211,it got,123,it got it,120
2,i,93,i have,41,i got it,24
3,have,42,i got,35,got it i,18
4,then,34,it i,19,then i have,15
5,okay,25,then i,17,got it okay,14
6,like,18,it okay,14,it i got,11
7,boat,15,okay i,11,okay got it,9
8,done,13,okay got,9,i think i,7
9,with,13,think i,8,it okay i,7
10,that,12,i think,7,think i got,7
11,dog,10,flying bird,7,okay i got,6
12,tree,9,it done,6,got it done,6
13,down,9,christmas tree,6,got it ive,5
14,think,8,upside down,6,it i have,5
15,bird,8,done got,6,it ive got,5
16,flying,8,ive got,6,done got it,4
17,thing,7,it ive,5,it okay got,4
18,this,7,have dog,4,i have dog,4
19,ok,7,right side,4,it done got,3
