,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,359,i have,162,third one is,28
1,i,237,upside down,99,first one is,24
2,one,177,one is,98,okay i have,23
3,have,171,i got,45,second one is,20
4,with,156,third one,42,out of it,19
5,is,140,second one,32,so i have,16
6,like,138,first one,31,loch ness monster,16
7,down,129,with two,27,then upside down,15
8,got,103,okay i,26,i have guy,14
9,upside,99,so i,26,last one is,13
10,triangle,88,last one,25,coming out of,12
11,on,88,out of,23,fourth one is,11
12,it,83,looks like,23,so i got,10
13,its,73,looking thing,22,i dont know,10
14,in,71,coming out,22,upside down flamingo,10
15,guy,58,of it,19,upside down boat,9
16,boat,56,on its,18,then last one,9
17,first,56,rocket ship,17,i have boat,9
18,dog,54,ness monster,16,okay so i,9
19,thing,53,loch ness,16,i have like,9
