,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,33,got it,31,got it got,23
1,it,31,it got,23,it got it,23
2,i,10,i got,5,i got it,3
3,then,5,it ok,3,got it ok,3
4,shapes,4,i have,3,think i got,2
5,okay,3,shapes got,2,got that got,2
6,right,3,i think,2,it ok i,2
7,ok,3,okay i,2,that got it,2
8,have,3,random shapes,2,i think i,2
9,square,2,think i,2,shapes got it,2
10,that,2,that got,2,i got that,2
11,random,2,ok i,2,got it i,1
12,think,2,right i,2,ok got it,1
13,was,1,got that,2,it ok got,1
14,theyll,1,see crab,1,okay all right,1
15,triangle,1,crab flamingo,1,okay i got,1
16,boat,1,flamingo then,1,i have candle,1
17,candle,1,then random,1,shapes okay i,1
18,fox,1,shapes okay,1,random shapes okay,1
19,flamingo,1,boat triangle,1,then random shapes,1
