,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,59,got it,55,got it got,43
1,got,57,it got,44,it got it,42
2,i,12,i have,7,got it i,5
3,have,7,it i,5,it i have,5
4,oh,3,i got,4,i got it,4
5,boat,3,it ok,2,got it ok,2
6,um,3,ok i,2,it ok i,2
7,guy,3,have guy,2,i have guy,2
8,ok,3,home plate,1,have baseball home,1
9,vase,2,it uh,1,it gots it,1
10,down,2,uh oh,1,gots it uh,1
11,shark,2,oh got,1,it uh oh,1
12,on,2,have baseball,1,uh oh got,1
13,house,2,baseball home,1,oh got it,1
14,one,2,stove then,1,i have baseball,1
15,with,2,plate um,1,um slope stove,1
16,you,2,um slope,1,baseball home plate,1
17,walking,2,slope stove,1,home plate um,1
18,up,2,it gots,1,plate um slope,1
19,my,2,then boat,1,you i got,1
