,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,405,i have,144,first one is,35
1,i,214,one is,72,then upside down,16
2,have,156,upside down,69,ok i have,16
3,with,144,i got,45,okay i have,14
4,one,132,first one,44,last one is,13
5,is,117,last one,27,lady in dress,12
6,like,112,dog with,23,all right i,11
7,down,101,with two,20,then last one,11
8,triangle,80,holding triangle,19,my first one,11
9,upside,69,ok i,18,third one is,9
10,got,67,okay i,18,it has like,9
11,dog,66,my first,17,then dog with,8
12,first,62,it has,16,with two triangles,8
13,on,56,then upside,16,i have guy,8
14,it,55,second one,16,right i have,8
15,in,52,with triangle,16,alright i have,8
16,its,46,in dress,16,loch ness monster,8
17,right,44,third one,15,second one is,7
18,person,44,then like,15,i have dog,7
19,square,41,two triangles,14,one is dog,7
