,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,176,i have,105,you repeat those,15
1,have,111,flying bird,43,can you repeat,12
2,with,93,upside down,33,so i have,11
3,like,75,loch ness,31,repeat those please,10
4,down,59,i got,27,shark with box,9
5,person,59,looks like,23,with box on,8
6,got,56,you repeat,19,duck flying bird,8
7,bird,55,can you,18,right side up,7
8,flying,54,okay so,15,on its head,7
9,it,53,repeat those,15,i have person,7
10,then,49,so i,15,it i have,7
11,is,49,with two,13,loch ness monster,6
12,you,47,got it,13,got it i,6
13,on,47,one is,13,i have dog,6
14,its,45,on its,12,it looks like,6
15,to,45,hang on,11,could you repeat,6
16,dog,43,to right,11,okay so i,6
17,head,42,with box,10,sorry can you,5
18,so,42,weird shapes,10,lady with handkerchief,5
19,triangle,41,i dont,10,barn i have,5
