,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,103,got it,63,got it got,29
1,i,98,i got,51,it got it,27
2,it,70,i have,33,got it i,19
3,then,69,it got,30,i got it,19
4,have,33,upside down,19,it i got,11
5,one,28,it i,19,all right i,8
6,like,27,all right,10,it i have,6
7,down,25,one is,10,then i have,5
8,is,23,then its,9,an upside down,4
9,triangle,21,then i,9,so i got,4
10,upside,20,right i,8,okay i got,4
11,right,20,so i,7,right i have,4
12,with,15,first one,5,right i got,4
13,its,14,then like,5,got it alright,3
14,square,12,what what,4,standing on one,3
15,all,12,holding triangle,4,last one is,3
16,of,10,okay i,4,what what what,3
17,that,10,an upside,4,second one is,3
18,so,10,sailboat then,4,then upside down,3
19,turkey,10,looks like,4,on one foot,3
