,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,243,got it,228,got it got,139
1,it,234,it got,139,it got it,135
2,i,63,i have,26,got it i,24
3,then,55,i got,25,i got it,21
4,have,26,it i,24,got it okay,14
5,like,22,it okay,14,it i have,14
6,one,20,okay i,13,got it yep,12
7,okay,18,yep got,12,it okay i,11
8,with,16,it yep,12,yep got it,11
9,yep,16,upside down,11,it yep got,9
10,down,16,gotcha got,8,gotcha got it,8
11,guy,16,one is,8,got it yeah,7
12,is,16,it yeah,7,okay i got,7
13,in,15,it gotcha,7,got it gotcha,7
14,boat,14,up then,5,it gotcha got,7
15,triangle,13,has like,5,think i got,5
16,its,12,think i,5,it i got,5
17,upside,12,got that,5,okay i have,5
18,that,11,in dress,4,loch ness monster,4
19,thing,11,third one,4,that got it,3
