,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,251,i got,68,loch ness monster,24
1,got,130,got it,59,first one is,24
2,i,98,one is,53,all right i,22
3,one,78,all right,33,right i got,20
4,is,73,first one,27,my first one,18
5,it,69,loch ness,24,got it i,14
6,with,52,ness monster,24,got it got,11
7,right,47,right i,23,then upside down,11
8,my,44,upside down,22,it got it,10
9,dog,38,my first,20,ness monster then,10
10,first,34,i have,16,second one is,10
11,all,33,it i,14,got it all,10
12,down,32,second one,14,it i got,10
13,weird,28,then weird,14,it all right,10
14,second,25,looking thing,13,third one is,9
15,monster,24,then dog,13,fourth one is,9
16,loch,24,dog with,12,right my first,8
17,ness,24,then upside,11,weird loch ness,8
18,guy,24,third one,11,all right my,8
19,thing,22,it got,11,my third one,7
