,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,74,got it,40,got it got,8
1,got,70,i have,31,got it okay,6
2,it,57,upside down,22,it got it,6
3,then,52,i got,21,going to left,5
4,guy,33,flying bird,19,it i have,5
5,have,33,to left,8,got it i,5
6,one,31,rocket ship,8,loch ness monster,5
7,down,31,it got,8,sailboat got it,3
8,like,30,going to,7,he wanted to,3
9,to,29,it okay,7,big flying bird,3
10,sailboat,27,okay i,6,okay got it,3
11,with,26,ness monster,5,right side up,3
12,triangle,24,it was,5,i have ram,3
13,bird,23,i saw,5,down flying bird,3
14,upside,22,looks like,5,upside down flying,3
15,dog,22,guy thats,5,arrowhead guy thats,3
16,flying,21,pointing up,5,on one foot,3
17,okay,20,is like,5,guy thats kind,3
18,flamingo,20,triangle body,5,thats kind of,3
19,boat,18,it i,5,i got it,3
