,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,63,i have,27,then i have,9
1,got,41,i got,23,i got it,6
2,have,27,got it,15,so i got,3
3,it,24,then i,10,okay so i,3
4,then,20,ive got,5,i got this,3
5,of,18,okay so,4,got it i,3
6,is,18,going to,4,i have big,3
7,that,18,upside down,4,man i got,2
8,like,14,got this,4,an army of,2
9,boat,14,it ive,3,hey man i,2
10,this,13,have big,3,of stop sign,2
11,to,11,that is,3,arm i think,2
12,down,10,of sauron,3,it i have,2
13,an,10,i think,3,i have bridge,2
14,with,9,got that,3,got this guy,2
15,guy,9,so i,3,i got that,2
16,bird,8,it i,3,boat then i,2
17,so,8,stop sign,3,okay i got,2
18,you,7,man i,3,dog going to,2
19,his,7,guy with,3,i have uh,2
