,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,139,one is,90,first one is,26
1,one,125,i got,42,second one is,24
2,is,108,second one,31,third one is,21
3,with,53,first one,29,so i got,13
4,got,52,third one,26,loch ness monster,12
5,i,51,upside down,20,then second one,10
6,second,43,looking thing,14,fourth one is,9
7,triangle,39,with two,13,last one is,8
8,first,37,so i,13,its wings spread,7
9,third,34,ness monster,12,all right i,7
10,down,27,loch ness,12,right i got,7
11,like,26,last one,12,then last one,7
12,on,25,all right,11,with its wings,7
13,right,24,then second,10,my first one,6
14,looking,23,then last,10,out of it,6
15,upside,20,fourth one,9,then third one,6
16,thing,20,coming out,9,triangles coming out,5
17,it,20,dog with,8,bird with its,5
18,in,20,wings spread,8,then upside down,5
19,its,19,bird with,7,with two triangles,5
