,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,126,one is,50,first one is,25
1,one,61,my first,29,my first one,23
2,is,59,i have,25,ok my first,11
3,my,58,first one,25,my third one,10
4,with,44,upside down,20,then upside down,10
5,first,32,third one,12,third one is,9
6,i,30,my third,11,second one is,8
7,down,27,second one,11,my second one,8
8,like,27,then my,11,ok i have,8
9,have,26,all right,11,my fourth one,8
10,ok,24,ok my,11,right my first,7
11,upside,20,then upside,10,fourth one is,7
12,dog,20,my fourth,9,alright my first,6
13,square,17,my second,9,all right my,6
14,of,16,fourth one,9,upside down duck,4
15,right,15,ok i,8,square with triangles,4
16,on,15,dog then,8,right i have,4
17,triangle,14,right my,7,then my second,4
18,second,14,with two,7,then my third,4
19,it,14,kind of,7,with square head,4
