,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,97,ive got,27,then upside down,5
1,like,59,i have,20,loch ness monster,5
2,got,52,upside down,16,last one is,4
3,i,42,then like,10,um ive got,4
4,in,37,i got,9,ive got like,3
5,with,35,one is,8,in last one,3
6,triangle,30,arrow pointing,7,ness monster then,3
7,on,29,boat with,7,upside down mountain,3
8,down,29,loch ness,6,can you repeat,3
9,ive,28,then upside,5,that has like,3
10,one,23,has like,5,arrow pointing down,3
11,boat,22,got like,5,thing ive got,2
12,right,22,ness monster,5,like loch ness,2
13,have,22,turkey then,5,got upside down,2
14,arrow,20,in last,5,ive got upside,2
15,is,18,last one,5,ness monster thing,2
16,person,17,second one,5,second one is,2
17,upside,16,pointing down,4,on left hand,2
18,square,15,then turkey,4,then turkey then,2
19,thing,14,like big,4,is on its,2
