,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,99,i have,88,my first one,10
1,have,90,one is,26,then i have,10
2,then,50,got it,22,got it i,9
3,with,46,upside down,21,first one is,9
4,one,39,first one,13,it i have,8
5,like,36,looks like,13,is upside down,7
6,is,35,it i,12,an upside down,7
7,it,31,then i,10,it got it,7
8,down,31,my first,10,one is upside,6
9,my,30,last one,8,my next one,6
10,an,28,rocket ship,8,next one is,6
11,got,27,an upside,8,got it got,6
12,upside,22,with an,7,i have an,6
13,bird,18,is upside,7,have an upside,5
14,triangle,16,it got,7,i have submarine,5
15,guy,16,kind of,6,with an m,5
16,of,14,have an,6,okay i have,5
17,sailboat,13,cut out,6,i have dog,5
18,first,13,my next,6,loch ness monster,4
19,looks,13,next one,6,i have sailboat,4
