,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,147,got it,95,got it got,60
1,it,101,it got,60,it got it,55
2,then,38,ive got,20,got it gotcha,9
3,like,26,i got,16,it ive got,7
4,i,26,upside down,14,got it ive,7
5,with,25,it gotcha,9,gotcha got it,7
6,gotcha,21,gotcha got,9,got it i,6
7,down,21,it ive,7,it gotcha got,5
8,ive,20,it i,7,i got it,5
9,triangle,18,got you,7,it gotcha gotcha,4
10,right,17,gotcha gotcha,7,flying bird with,4
11,in,15,all right,6,then upside down,4
12,upside,14,bird with,5,it i got,4
13,one,12,or something,5,all right ive,3
14,you,12,got got,5,bird with triangle,3
15,looking,12,flying bird,5,got you got,3
16,turkey,12,with triangle,4,you got it,3
17,its,11,you said,4,got upside down,3
18,weird,10,i think,4,right ive got,3
19,on,10,with like,4,upside down duck,3
