,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,21,i have,16,third one is,5
1,then,18,upside down,6,so i have,4
2,have,17,one is,6,i have guy,4
3,one,14,third one,5,lady in dress,3
4,guy,11,have guy,4,okay so i,3
5,in,10,so i,4,ok i have,3
6,is,7,second one,3,then third one,2
7,sideways,6,in dress,3,down swan sideways,2
8,upside,6,ok i,3,my fourth one,2
9,down,6,okay so,3,upside down swan,2
10,um,6,lady in,3,i have dog,2
11,third,5,have dog,2,know if you,2
12,on,5,square in,2,with two triangles,2
13,lady,5,i dont,2,have upside down,2
14,right,5,dress then,2,i have upside,2
15,with,5,got it,2,theres square in,2
16,my,5,dont know,2,hand corner then,2
17,square,5,know if,2,roadrunner then raptor,2
18,swan,4,with two,2,in dress then,2
19,sorry,4,two triangles,2,dont know if,2
