,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,375,got it,223,it got it,100
1,got,356,i have,161,got it got,97
2,it,278,i got,127,got it i,42
3,have,169,it got,104,i got it,32
4,then,145,it i,46,then i have,29
5,like,81,upside down,40,it i have,20
6,is,66,then i,32,okay i got,15
7,down,64,looks like,24,all right i,14
8,with,63,okay i,22,it i got,14
9,one,55,i dont,21,yup yup yup,13
10,that,53,ive got,19,got it okay,11
11,you,50,all right,19,i dont know,11
12,to,48,flying bird,16,an upside down,10
13,its,47,one is,16,it looks like,9
14,okay,45,yup yup,15,so i got,8
15,upside,40,then its,15,right i got,8
16,right,37,i think,14,i got an,7
17,in,37,right i,14,i think i,7
18,bird,36,dont know,12,okay i have,7
19,flying,34,it okay,11,right i have,6
