,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,334,got it,210,got it got,106
1,it,232,it got,110,it got it,104
2,i,90,ive got,85,it ive got,30
3,ive,85,i got,44,got it ive,29
4,then,73,upside down,32,i got it,26
5,with,52,it ive,30,got it i,13
6,down,50,i have,26,loch ness monster,11
7,like,49,this weird,14,then i have,10
8,bird,46,flying bird,14,okay ive got,10
9,this,40,got this,14,think i got,9
10,have,33,it i,13,i think i,9
11,upside,32,fish swimming,12,ive got this,9
12,of,28,i think,12,got it okay,8
13,its,26,bird with,12,bird with tail,7
14,up,25,loch ness,11,fish swimming down,6
15,that,24,ness monster,11,mess of shapes,6
16,flying,24,then i,10,upside down bird,5
17,okay,24,okay ive,10,ive got like,5
18,weird,23,with tail,10,bird got it,5
19,an,22,think i,9,it i got,5
