,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,402,got it,342,got it got,224
1,it,361,it got,227,it got it,217
2,i,88,i got,54,got it okay,30
3,okay,50,okay got,31,got it i,26
4,that,26,it okay,30,okay got it,25
5,then,24,it i,26,i got it,22
6,ok,21,okay i,16,it okay got,16
7,boat,17,got that,16,it okay i,13
8,flying,12,ok got,13,it i got,12
9,down,12,it ok,10,got it ok,10
10,fish,11,that got,8,ok got it,10
11,see,11,upside down,7,okay i got,10
12,up,10,i think,7,it ok got,8
13,triangle,10,that okay,6,i got that,7
14,think,9,think i,6,that got it,6
15,yeah,8,flying bird,6,got that okay,6
16,which,8,ok i,6,think i got,6
17,flamingo,8,lets see,5,got that got,6
18,upside,8,looks like,4,that okay got,5
19,this,8,it lets,4,i think i,5
