,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,29,got it,24,got it got,15
1,it,24,it got,15,it got it,15
2,then,8,ive got,5,it ive got,4
3,i,6,it ive,4,got it ive,4
4,ive,5,it okay,3,got it okay,3
5,like,5,i got,2,i got it,2
6,okay,3,okay i,2,it okay i,2
7,guy,3,i have,2,then i have,2
8,with,3,then i,2,like to call,1
9,to,2,to call,1,to call them,1
10,dinosaur,2,call them,1,sign an eraser,1
11,flying,2,an eraser,1,i like to,1
12,of,2,like to,1,it i like,1
13,an,2,i like,1,got it i,1
14,duck,2,it i,1,okay i got,1
15,have,2,diamond got,1,diamond got it,1
16,eraser,1,then diamond,1,then diamond got,1
17,diamond,1,eraser then,1,eraser then diamond,1
18,sign,1,half stop,1,an eraser then,1
19,them,1,sign an,1,square half stop,1
