,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,68,got it,52,got it got,22
1,it,57,one is,43,it got it,22
2,is,50,it got,22,second one is,11
3,one,49,i got,17,first one is,11
4,then,37,second one,13,it i got,9
5,i,22,upside down,13,third one is,9
6,with,20,first one,11,got it i,8
7,down,18,third one,11,fourth one is,6
8,second,16,it i,10,one is upside,5
9,third,14,fourth one,6,is upside down,5
10,first,13,is upside,5,last one is,4
11,triangle,13,last one,4,got it alright,4
12,upside,13,it alright,4,so i got,4
13,in,11,holding triangle,4,its wings spread,3
14,on,10,with its,4,one is bird,3
15,like,10,so i,4,i got it,3
16,guy,9,my first,3,it alright my,3
17,square,8,with square,3,got it first,3
18,its,8,two triangles,3,my first one,3
19,bird,7,it first,3,is bird with,3
