,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,461,one is,218,first one is,76
1,one,355,first one,100,my first one,43
2,is,303,upside down,97,last one is,41
3,like,270,i got,64,third one is,37
4,with,177,last one,64,second one is,36
5,i,167,i have,62,okay i have,24
6,my,165,second one,56,then last one,23
7,down,152,third one,51,one is like,22
8,first,128,my first,50,my last one,22
9,got,106,looks like,43,then upside down,19
10,it,105,then my,33,my third is,15
11,triangle,103,okay i,30,is upside down,14
12,its,102,is like,29,then my last,14
13,upside,97,my third,28,my top one,13
14,on,92,then like,27,loch ness monster,13
15,second,82,kind of,27,then second one,12
16,last,80,then last,27,dog with square,12
17,in,79,down then,25,upside down flamingo,12
18,third,75,my last,25,okay my first,12
19,okay,71,looking thing,24,of looks like,11
