,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,454,i have,157,it i have,30
1,like,326,got it,65,got it i,28
2,i,229,upside down,56,one is like,21
3,have,169,one is,48,my top one,19
4,it,127,then like,43,i have like,16
5,one,103,it i,33,i have person,16
6,person,98,then person,32,left hand corner,15
7,its,87,boat then,29,then boat then,15
8,is,85,hand corner,28,loch ness monster,15
9,down,83,is like,27,i got it,15
10,with,81,then boat,27,second one is,14
11,on,76,looks like,26,top one is,13
12,got,76,my top,25,right hand corner,13
13,my,75,its like,25,i dont know,12
14,in,74,has like,25,my third one,12
15,triangle,74,top one,25,hand corner then,12
16,boat,74,left hand,21,one is person,12
17,top,66,i got,21,my second one,12
18,right,57,triangle body,21,on its side,11
19,upside,56,then my,21,okay i have,11
