,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,56,got it,53,got it got,39
1,it,53,it got,39,it got it,38
2,gotcha,8,gotcha got,8,gotcha got it,8
3,then,7,it gotcha,7,it gotcha got,7
4,one,5,one is,4,got it gotcha,7
5,is,5,upside down,3,first one is,3
6,guy,5,then guy,3,got it first,2
7,down,4,first one,3,it first one,2
8,first,3,fetal position,2,got guy on,1
9,upside,3,it first,2,guy on bike,1
10,boat,3,i got,2,seal then upside,1
11,my,2,holding triangle,1,swan seal then,1
12,kid,2,kid fetal,1,sideways swan seal,1
13,sideways,2,got guy,1,then sideways swan,1
14,with,2,seal then,1,x then sideways,1
15,on,2,swan seal,1,is x then,1
16,position,2,guy on,1,one is x,1
17,i,2,on bike,1,my first one,1
18,right,2,bike little,1,it my first,1
19,fetal,2,little kid,1,then upside down,1
