,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,106,i have,72,loch ness monster,12
1,have,73,got it,25,okay i have,6
2,got,59,i got,22,got it i,6
3,then,56,upside down,15,then i have,5
4,with,45,ness monster,12,okay ive got,5
5,it,37,ive got,12,i have guy,5
6,like,30,loch ness,12,i have arrow,4
7,sailboat,22,flying bird,11,it i have,4
8,bird,22,looks like,10,got it okay,4
9,down,22,then i,8,i have an,4
10,okay,20,with two,8,i have flying,4
11,boat,18,okay i,8,half christmas tree,4
12,this,15,it i,6,have flying bird,4
13,flamingo,15,have guy,6,got it got,4
14,upside,15,christmas tree,6,ok i have,4
15,that,13,okay ive,5,of looks like,4
16,triangle,13,it okay,5,kind of looks,4
17,monster,13,ok i,5,it got it,4
18,flying,13,boat with,5,have guy walking,3
19,an,12,half christmas,4,flying bird then,3
