,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,53,got it,47,it got it,25
1,it,48,it got,25,got it got,25
2,i,22,i got,10,got it okay,6
3,okay,7,it okay,6,okay got it,5
4,think,5,okay got,5,got it i,5
5,then,4,it i,5,it okay got,4
6,dog,4,i think,5,i got it,4
7,ok,4,think i,4,think i got,4
8,flying,3,ok i,3,i think i,4
9,ram,3,hit done,2,i hit done,2
10,duck,3,i gots,2,ok i think,2
11,fish,3,okay i,2,it okay i,2
12,weird,2,i hit,2,it i think,2
13,diamond,2,rocket ship,1,it i gots,2
14,yeah,2,right side,1,dog then rocket,1
15,done,2,dog with,1,snout facing left,1
16,hit,2,with fat,1,got it dog,1
17,two,2,fat snout,1,it dog facing,1
18,mountain,2,snout facing,1,dog facing down,1
19,one,2,facing left,1,facing down dog,1
