,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,56,got it,55,it got it,35
1,got,55,it got,35,got it got,35
2,okay,10,it okay,9,got it okay,9
3,yep,4,okay got,7,okay got it,7
4,i,4,it yep,4,it okay got,6
5,speak,2,yep got,4,got it yep,4
6,stuck,2,i got,2,it yep got,4
7,have,2,it yeah,2,yep got it,4
8,with,2,i have,2,i got it,2
9,yeah,2,okay i,2,it okay i,2
10,christmas,1,right got,1,got it yeah,2
11,legs,1,half of,1,okay i have,2
12,all,1,have half,1,speak button is,1
13,right,1,it all,1,rooster goose with,1
14,half,1,all right,1,with two legs,1
15,of,1,christmas tree,1,two legs got,1
16,parallelogram,1,legs got,1,legs got it,1
17,tree,1,two legs,1,got it all,1
18,boat,1,of christmas,1,it all right,1
19,slice,1,parallelogram with,1,all right got,1
