,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,36,i have,18,then i have,4
1,then,30,i got,13,got it i,3
2,got,25,upside down,11,it i have,3
3,have,19,then i,7,i have triangle,3
4,down,16,looks like,6,then i got,3
5,like,12,got it,5,i have dog,3
6,upside,11,in dress,4,it looks like,3
7,it,10,have triangle,3,looks like shes,3
8,facing,8,it looks,3,got upside down,3
9,dog,8,facing down,3,woman in dress,3
10,an,8,have dog,3,i got upside,2
11,to,7,woman in,3,upside down guy,2
12,in,7,got upside,3,upside down i,2
13,dress,7,like shes,3,looks like woman,2
14,triangle,7,then sideways,3,have dog facing,2
15,woman,7,it i,3,upside down plant,2
16,right,7,i had,3,with square snout,2
17,waiter,6,running to,2,dog with square,2
18,with,6,going from,2,an upside down,2
19,looks,6,bridge then,2,in dress waiter,2
