,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,394,one is,190,third one is,57
1,one,357,upside down,89,second one is,49
2,is,218,i got,86,first one is,45
3,i,159,second one,84,then last one,41
4,with,154,third one,84,so i have,32
5,got,148,last one,71,last one is,32
6,down,130,first one,70,out of it,32
7,triangle,121,so i,61,then third one,31
8,it,108,i have,58,so i got,29
9,second,107,then last,51,then second one,20
10,like,106,looking thing,49,coming out of,20
11,last,99,of it,42,okay so i,18
12,third,96,out of,38,shapes coming out,14
13,on,96,then third,33,taken out of,13
14,upside,90,coming out,28,looking thing with,13
15,first,88,then second,27,of it then,12
16,square,88,one its,26,with two triangles,11
17,its,78,with two,25,got upside down,11
18,so,76,last ones,25,looking thing then,11
19,looking,71,going down,23,one is triangle,10
