,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,99,one is,31,first one is,23
1,with,52,first one,27,okay i have,11
2,is,46,i have,17,lady in dress,7
3,one,41,upside down,16,dog with square,6
4,first,39,okay i,11,in dress with,6
5,down,34,got it,10,last one is,6
6,i,18,with square,10,with no arms,5
7,have,18,dog with,9,my first one,5
8,okay,18,in dress,9,dress with no,5
9,arrow,17,my first,9,is lady in,4
10,dog,17,down then,8,one with arrow,4
11,upside,16,lady in,8,with square snout,4
12,triangle,15,arrow pointing,7,arrow facing up,4
13,person,15,laying down,7,got it okay,4
14,it,15,dress with,6,okay my first,4
15,square,14,then dog,6,bunny laying down,4
16,my,13,first ones,6,it okay i,3
17,in,12,last one,6,upside down person,3
18,like,12,guy with,5,mountain with cave,3
19,guy,11,square body,5,my first ones,3
