,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,45,i have,41,an upside down,9
1,have,41,upside down,11,i have an,5
2,with,14,an upside,9,bird i have,4
3,down,13,have an,5,flying bird i,4
4,an,13,flying bird,5,have an upside,4
5,upside,11,bird i,4,i have person,3
6,um,10,flamingo i,3,flamingo i have,3
7,then,9,have person,3,i have sideways,3
8,person,9,handkerchief lady,3,upside down duck,2
9,bird,9,sea monster,3,bird house head,2
10,sideways,6,have sideways,3,upside down sailboat,2
11,duck,6,with two,3,have person with,2
12,sailboat,6,bird house,2,i have duck,2
13,dog,6,then regular,2,i have big,2
14,two,5,house i,2,barn i have,2
15,lady,5,ok i,2,house head square,2
16,flying,5,down duck,2,house i have,2
17,head,5,house head,2,sailboat barn i,2
18,flamingo,5,have duck,2,ok i have,2
19,triangle,5,head square,2,lochness sea monster,2
