,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,87,got it,80,got it got,50
1,it,81,it got,50,it got it,50
2,i,29,i got,14,i got it,10
3,okay,12,it okay,8,got it okay,8
4,then,8,okay i,6,got it i,6
5,ok,6,it i,6,got it ok,5
6,one,6,i think,6,think i got,5
7,think,6,it ok,5,okay got it,5
8,have,6,okay got,5,i think i,5
9,all,5,i have,5,it okay i,4
10,that,5,think i,5,okay i got,3
11,like,5,all right,4,it all right,3
12,triangle,4,ok i,3,got it all,3
13,right,4,it all,3,ok i think,3
14,body,4,one is,3,it i have,3
15,sailboat,4,we got,2,it okay got,3
16,is,4,i like,2,got it yes,2
17,its,3,triangle body,2,okay i think,2
18,so,3,arrowhead guy,2,it i got,2
19,waiter,3,square body,2,it ok i,2
