,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,86,got it,74,got it got,41
1,got,78,it got,41,it got it,40
2,is,51,one is,31,i got it,12
3,one,42,upside down,15,got it i,12
4,like,40,i got,15,first one is,11
5,my,38,first one,13,last one is,9
6,then,37,it i,12,got it okay,8
7,i,33,i have,11,it i have,7
8,in,22,last one,10,my next one,7
9,down,18,my first,9,next one is,7
10,with,18,my next,8,my first one,7
11,first,16,it okay,8,my last one,6
12,upside,15,then like,7,one is giant,5
13,okay,14,third is,7,got it my,5
14,top,13,next one,7,okay i got,5
15,person,13,looks like,6,it my first,4
16,on,13,his head,6,it okay i,4
17,boat,12,my last,6,with his head,3
18,have,12,is giant,6,is giant bird,3
19,third,11,okay i,6,it kinda looks,3
