,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,65,i have,54,then i have,13
1,have,55,then i,15,okay i have,7
2,then,28,okay i,7,i have like,4
3,with,21,looks like,6,ok i have,4
4,like,18,upside down,6,i have an,4
5,it,18,bird with,6,flying bird with,3
6,an,10,ok i,5,bird with big,3
7,okay,10,with two,5,it looks like,3
8,down,10,got it,5,i have cat,3
9,bird,9,flying bird,5,looks like an,3
10,two,9,to right,4,you turn your,2
11,to,9,like an,4,of looks like,2
12,triangle,9,sailboat then,4,with two feet,2
13,sailboat,8,have like,4,to right i,2
14,big,8,have an,4,dont know what,2
15,got,7,two feet,3,on two legs,2
16,ok,7,have cat,3,with long tail,2
17,boat,7,it looks,3,i have flamingo,2
18,flying,7,kind of,3,pointing to right,2
19,upside,6,on two,3,like an indian,2
