,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,157,got it,150,it got it,106
1,got,155,it got,106,got it got,106
2,then,47,one is,31,first one is,18
3,one,42,upside down,24,got it first,12
4,is,37,first one,22,it first one,10
5,down,31,i have,13,then i have,8
6,i,27,it first,12,i got it,7
7,first,26,i got,11,got it gotcha,7
8,upside,24,then i,9,my first one,7
9,with,22,my first,8,got it i,7
10,have,13,it gotcha,7,then upside down,6
11,my,11,it i,7,gotcha got it,6
12,second,11,then upside,6,second one is,5
13,last,11,last ones,6,it gotcha got,5
14,ones,10,third one,6,is upside down,5
15,of,10,gotcha got,6,upside down flamingo,5
16,sailboat,10,second one,6,third one is,5
17,third,9,with two,5,got it okay,4
18,gotcha,9,last one,5,it i got,3
19,square,8,down flamingo,5,i have upside,3
