,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,107,ive got,26,it i have,7
1,got,71,i have,24,got it i,7
2,like,62,got it,18,loch ness monster,7
3,i,49,upside down,17,then upside down,5
4,in,40,then like,12,ness monster then,4
5,with,36,i got,10,i have boat,4
6,triangle,29,loch ness,8,um ive got,4
7,down,29,one is,7,like loch ness,3
8,boat,28,it i,7,ive got like,3
9,it,27,boat with,7,upside down mountain,3
10,ive,27,ness monster,7,ness monster thing,3
11,have,26,turkey then,6,that has like,3
12,on,25,arrow pointing,6,last one is,3
13,one,22,in last,5,it ive got,3
14,right,22,second one,5,got it ive,3
15,arrow,19,has like,5,in last one,3
16,person,17,then upside,5,side ive got,2
17,is,17,got like,5,down mountain then,2
18,thing,17,have boat,5,ive got sailboat,2
19,upside,17,then boat,5,i have like,2
