,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,80,got it,73,it got it,58
1,it,73,it got,58,got it got,58
2,i,20,i got,10,got it i,5
3,have,7,i have,7,i got it,5
4,turkey,5,it i,5,think i got,4
5,then,4,think i,4,i think i,3
6,down,4,i think,3,it i got,2
7,think,4,upside down,2,i have turkey,2
8,flying,3,native american,2,it i think,2
9,bunny,3,have turkey,2,yeah got it,2
10,bird,3,yeah got,2,back leg letter,1
11,sideways,3,ive got,2,leg letter e,1
12,okay,2,got crab,2,missing back leg,1
13,dragon,2,then i,2,okay im hitting,1
14,yeah,2,bird flying,1,got chair missing,1
15,standing,2,hitting done,1,i got chair,1
16,up,2,then abraham,1,it think i,1
17,big,2,arrow then,1,got it think,1
18,ive,2,e arrow,1,letter e arrow,1
19,native,2,letter e,1,done got it,1
