,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,111,got it,92,got it got,44
1,it,109,it got,44,it got it,42
2,then,73,i got,24,i got it,13
3,like,54,it i,14,got it i,13
4,i,46,upside down,13,got it yep,11
5,one,29,yep got,13,yep got it,10
6,with,18,one is,13,it i got,8
7,yep,18,i have,11,it yep got,8
8,down,17,it yep,11,it has like,5
9,its,17,third one,8,third one is,5
10,is,16,has like,7,it i have,5
11,my,16,it has,7,got it ok,5
12,triangle,16,my top,6,top one is,4
13,top,15,looks like,6,gotcha got it,4
14,on,13,with two,5,ok my top,4
15,upside,13,it ok,5,i think i,4
16,right,13,left then,5,my third one,4
17,have,13,ok i,5,then last one,4
18,left,12,one its,5,then upside down,4
19,person,12,last one,5,got upside down,3
