,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,is,143,got it,111,got it got,64
1,got,130,one is,93,it got it,63
2,it,130,it got,65,first one is,51
3,then,126,first one,59,my first one,30
4,one,122,upside down,42,last one is,19
5,first,68,my first,32,then i have,14
6,with,68,last one,27,third one is,11
7,down,58,i have,27,second one is,10
8,i,50,third is,23,got it first,9
9,my,49,second is,18,then last one,9
10,last,43,i got,18,is upside down,9
11,upside,42,third one,15,got it i,8
12,third,41,then i,15,got it okay,8
13,second,38,with two,14,my last one,8
14,triangle,29,then last,13,it first one,8
15,have,28,last ones,12,then upside down,6
16,its,26,second one,12,with two feet,6
17,looking,26,looking thing,10,it my first,6
18,in,23,it first,9,got it my,6
19,of,22,is upside,9,out of it,6
