,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,22,i got,12,right i got,3
1,got,19,looks like,7,one looks like,3
2,triangle,16,upside down,5,all right i,3
3,like,12,got it,4,upside down triangle,3
4,then,12,one looks,4,like hes catching,2
5,one,11,triangle body,4,last one looks,2
6,it,9,right i,4,down triangle body,2
7,looks,8,down triangle,3,it looks like,2
8,right,6,triangle bodied,3,half christmas tree,2
9,upside,5,then its,3,i got it,2
10,fish,5,last one,3,hes catching triangle,2
11,down,5,third one,3,upright triangle then,1
12,its,4,all right,3,triangle then shapes,1
13,with,4,i have,3,shapes dog fish,1
14,body,4,i think,3,then shapes dog,1
15,think,4,catching triangle,3,unfinished desk upright,1
16,tree,4,dress then,2,desk upright triangle,1
17,house,4,it looks,2,my last one,1
18,has,4,second one,2,mountains unfinished desk,1
19,on,3,hes catching,2,down mountains unfinished,1
