,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,183,i have,70,okay i have,24
1,like,148,upside down,29,one is like,12
2,i,93,one is,27,second one is,9
3,have,77,okay i,25,then upside down,8
4,with,53,then like,19,my top one,8
5,one,47,got it,17,left hand corner,7
6,is,47,is like,16,i have person,7
7,it,44,its like,14,my second one,7
8,okay,41,second one,12,ok i have,7
9,its,41,then person,12,hand corner then,7
10,down,39,hand corner,12,top one is,7
11,on,37,on its,11,got it i,6
12,my,34,looks like,10,upside down flamingo,6
13,person,33,top one,10,i dont know,5
14,in,29,then my,10,on its hind,5
15,upside,29,triangle body,9,right hand corner,5
16,triangle,27,flying bird,9,it i have,5
17,thing,21,my top,9,triangle body then,5
18,of,21,left hand,9,one is person,5
19,top,20,then upside,8,got it okay,5
